displayLabel|County|avgIncome:float|error:float|stateCounty
United States - Texas - Foard County|Foard County|30417|7804|TX-Foard County
United States - Texas - Fort Bend County|Fort Bend County|79845|1323|TX-Fort Bend County
United States - Texas - Franklin County|Franklin County|45625|6070|TX-Franklin County
United States - Texas - Freestone County|Freestone County|44560|4716|TX-Freestone County
United States - Texas - Frio County|Frio County|35940|5003|TX-Frio County
United States - Texas - Gaines County|Gaines County|46393|5220|TX-Gaines County
United States - Texas - Galveston County|Galveston County|58317|1600|TX-Galveston County
United States - Texas - Garza County|Garza County|35750|17711|TX-Garza County
United States - Texas - Gillespie County|Gillespie County|52682|2957|TX-Gillespie County
United States - Texas - Glasscock County|Glasscock County|61184|8135|TX-Glasscock County
United States - Texas - Goliad County|Goliad County|51786|5128|TX-Goliad County
United States - Texas - Gonzales County|Gonzales County|37094|2682|TX-Gonzales County
United States - Texas - Gray County|Gray County|40442|2918|TX-Gray County
United States - Texas - Grayson County|Grayson County|46875|1367|TX-Grayson County
United States - Texas - Gregg County|Gregg County|43367|1158|TX-Gregg County
United States - Texas - Grimes County|Grimes County|39429|3971|TX-Grimes County
United States - Texas - Guadalupe County|Guadalupe County|61274|1843|TX-Guadalupe County
United States - Texas - Hale County|Hale County|36509|1966|TX-Hale County
United States - Texas - Hall County|Hall County|29219|4351|TX-Hall County
United States - Texas - Hamilton County|Hamilton County|40808|3302|TX-Hamilton County
United States - Texas - Hansford County|Hansford County|52239|3856|TX-Hansford County
United States - Texas - Hardeman County|Hardeman County|36295|2702|TX-Hardeman County
United States - Texas - Hardin County|Hardin County|52755|3212|TX-Hardin County
United States - Texas - Harris County|Harris County|51444|301|TX-Harris County
United States - Texas - Harrison County|Harrison County|44425|1794|TX-Harrison County
United States - Texas - Hartley County|Hartley County|66583|10150|TX-Hartley County
United States - Texas - Haskell County|Haskell County|35295|3846|TX-Haskell County
United States - Texas - Hays County|Hays County|56353|1848|TX-Hays County
United States - Texas - Hemphill County|Hemphill County|62159|16437|TX-Hemphill County
United States - Texas - Henderson County|Henderson County|39779|1466|TX-Henderson County
United States - Texas - Hidalgo County|Hidalgo County|31879|555|TX-Hidalgo County
United States - Texas - Hill County|Hill County|39293|1998|TX-Hill County
United States - Texas - Hockley County|Hockley County|46430|2184|TX-Hockley County
United States - Texas - Hood County|Hood County|54882|2090|TX-Hood County
United States - Texas - Hopkins County|Hopkins County|41642|2560|TX-Hopkins County
United States - Texas - Houston County|Houston County|31929|2941|TX-Houston County
United States - Texas - Howard County|Howard County|39574|3276|TX-Howard County
United States - Texas - Hudspeth County|Hudspeth County|22647|7160|TX-Hudspeth County
United States - Texas - Hunt County|Hunt County|43101|1747|TX-Hunt County
United States - Texas - Hutchinson County|Hutchinson County|42213|2396|TX-Hutchinson County
United States - Texas - Irion County|Irion County|48833|15020|TX-Irion County
United States - Texas - Jack County|Jack County|46801|5414|TX-Jack County
United States - Texas - Jackson County|Jackson County|47483|4643|TX-Jackson County
United States - Texas - Jasper County|Jasper County|38062|2138|TX-Jasper County
United States - Texas - Jeff Davis County|Jeff Davis County|43750|9621|TX-Jeff Davis County
United States - Texas - Jefferson County|Jefferson County|42293|929|TX-Jefferson County
United States - Texas - Jim Hogg County|Jim Hogg County|40000|11066|TX-Jim Hogg County
United States - Texas - Jim Wells County|Jim Wells County|37020|2425|TX-Jim Wells County
United States - Texas - Johnson County|Johnson County|54954|1347|TX-Johnson County
United States - Texas - Jones County|Jones County|39568|2773|TX-Jones County
United States - Texas - Karnes County|Karnes County|39611|6059|TX-Karnes County
United States - Texas - Kaufman County|Kaufman County|58555|1965|TX-Kaufman County
United States - Texas - Kendall County|Kendall County|66655|4768|TX-Kendall County
United States - Texas - Kent County|Kent County|47750|9868|TX-Kent County
United States - Texas - Kerr County|Kerr County|43072|2080|TX-Kerr County
United States - Texas - Kimble County|Kimble County|43429|5063|TX-Kimble County
United States - Texas - Kinney County|Kinney County|24388|3771|TX-Kinney County
United States - Texas - Kleberg County|Kleberg County|36571|5436|TX-Kleberg County
United States - Texas - Knox County|Knox County|32055|2834|TX-Knox County
United States - Texas - Lamar County|Lamar County|38015|2102|TX-Lamar County
United States - Texas - Lamb County|Lamb County|35458|3223|TX-Lamb County
United States - Texas - Lampasas County|Lampasas County|46378|2799|TX-Lampasas County
United States - Texas - La Salle County|La Salle County|30144|7373|TX-La Salle County
United States - Texas - Lavaca County|Lavaca County|41429|3067|TX-Lavaca County
United States - Texas - Lee County|Lee County|46986|4919|TX-Lee County
United States - Texas - Leon County|Leon County|40355|3557|TX-Leon County
United States - Texas - Liberty County|Liberty County|45929|2448|TX-Liberty County
United States - Texas - Limestone County|Limestone County|42140|4081|TX-Limestone County
United States - Texas - Lipscomb County|Lipscomb County|52566|4977|TX-Lipscomb County
United States - Texas - Live Oak County|Live Oak County|43719|2729|TX-Live Oak County
United States - Texas - Llano County|Llano County|41969|4264|TX-Llano County
United States - Texas - Lubbock County|Lubbock County|42562|734|TX-Lubbock County
United States - Texas - Lynn County|Lynn County|43672|5363|TX-Lynn County
United States - Texas - McCulloch County|McCulloch County|34459|7420|TX-McCulloch County
United States - Texas - McLennan County|McLennan County|40672|909|TX-McLennan County
United States - Texas - McMullen County|McMullen County|41453|5699|TX-McMullen County
United States - Texas - Madison County|Madison County|37207|5693|TX-Madison County
United States - Texas - Marion County|Marion County|29943|4096|TX-Marion County
United States - Texas - Martin County|Martin County|38111|6633|TX-Martin County
United States - Texas - Mason County|Mason County|38702|7805|TX-Mason County
United States - Texas - Matagorda County|Matagorda County|43205|2981|TX-Matagorda County
United States - Texas - Maverick County|Maverick County|28813|2192|TX-Maverick County
United States - Texas - Medina County|Medina County|49138|3043|TX-Medina County
United States - Texas - Menard County|Menard County|40996|6883|TX-Menard County
United States - Texas - Midland County|Midland County|54945|2027|TX-Midland County
United States - Texas - Milam County|Milam County|39035|2925|TX-Milam County
United States - Texas - Mills County|Mills County|31895|4531|TX-Mills County
United States - Texas - Mitchell County|Mitchell County|37260|5122|TX-Mitchell County
United States - Texas - Montague County|Montague County|42482|2601|TX-Montague County
United States - Texas - Montgomery County|Montgomery County|65620|1037|TX-Montgomery County
United States - Texas - Moore County|Moore County|44216|2943|TX-Moore County
United States - Texas - Morris County|Morris County|38843|3221|TX-Morris County
United States - Texas - Motley County|Motley County|34081|3107|TX-Motley County
United States - Texas - Nacogdoches County|Nacogdoches County|33189|1823|TX-Nacogdoches County
United States - Texas - Navarro County|Navarro County|41654|2193|TX-Navarro County
United States - Texas - Newton County|Newton County|37452|4341|TX-Newton County
United States - Texas - Nolan County|Nolan County|37102|2843|TX-Nolan County
United States - Texas - Nueces County|Nueces County|43280|1175|TX-Nueces County
United States - Texas - Ochiltree County|Ochiltree County|49309|4855|TX-Ochiltree County
United States - Texas - Oldham County|Oldham County|51111|7207|TX-Oldham County
United States - Texas - Orange County|Orange County|47914|2054|TX-Orange County
United States - Texas - Palo Pinto County|Palo Pinto County|41095|1653|TX-Palo Pinto County
United States - Texas - Panola County|Panola County|45622|3660|TX-Panola County
United States - Texas - Parker County|Parker County|61340|1951|TX-Parker County
United States - Texas - Parmer County|Parmer County|39753|3151|TX-Parmer County
United States - Texas - Pecos County|Pecos County|38125|3006|TX-Pecos County
United States - Texas - Polk County|Polk County|33325|1385|TX-Polk County
United States - Texas - Potter County|Potter County|36766|1370|TX-Potter County
United States - Texas - Presidio County|Presidio County|29513|4926|TX-Presidio County
United States - Texas - Rains County|Rains County|42491|4476|TX-Rains County
United States - Texas - Randall County|Randall County|56041|1512|TX-Randall County
United States - Texas - Reagan County|Reagan County|54224|3851|TX-Reagan County
United States - Texas - Real County|Real County|29186|4242|TX-Real County
United States - Texas - Red River County|Red River County|37047|3336|TX-Red River County
United States - Texas - Reeves County|Reeves County|32593|3523|TX-Reeves County
United States - Texas - Refugio County|Refugio County|42949|3383|TX-Refugio County
United States - Texas - Roberts County|Roberts County|52500|17047|TX-Roberts County
United States - Texas - Robertson County|Robertson County|38393|2759|TX-Robertson County
United States - Texas - Rockwall County|Rockwall County|78032|3555|TX-Rockwall County
United States - Texas - Runnels County|Runnels County|37823|4467|TX-Runnels County
United States - Texas - Rusk County|Rusk County|46574|2166|TX-Rusk County
United States - Texas - Sabine County|Sabine County|33589|2065|TX-Sabine County
United States - Texas - San Augustine County|San Augustine County|25974|2193|TX-San Augustine County
United States - Texas - San Jacinto County|San Jacinto County|46285|3128|TX-San Jacinto County
United States - Texas - San Patricio County|San Patricio County|45189|2149|TX-San Patricio County
United States - Texas - San Saba County|San Saba County|36308|2890|TX-San Saba County
United States - Texas - Schleicher County|Schleicher County|55186|3213|TX-Schleicher County
United States - Texas - Scurry County|Scurry County|42401|3911|TX-Scurry County
United States - Texas - Shackelford County|Shackelford County|46629|4965|TX-Shackelford County
United States - Texas - Shelby County|Shelby County|32425|2398|TX-Shelby County
United States - Texas - Sherman County|Sherman County|50069|6720|TX-Sherman County
United States - Texas - Smith County|Smith County|46139|1362|TX-Smith County
United States - Texas - Somervell County|Somervell County|52135|8249|TX-Somervell County
United States - Texas - Starr County|Starr County|24441|1885|TX-Starr County
United States - Texas - Stephens County|Stephens County|35691|4094|TX-Stephens County
United States - Texas - Sterling County|Sterling County|41548|6355|TX-Sterling County
United States - Texas - Stonewall County|Stonewall County|52222|8195|TX-Stonewall County
United States - Texas - Sutton County|Sutton County|56146|8734|TX-Sutton County
United States - Texas - Swisher County|Swisher County|37907|4826|TX-Swisher County
United States - Texas - Tarrant County|Tarrant County|55306|458|TX-Tarrant County
United States - Texas - Taylor County|Taylor County|42403|1328|TX-Taylor County
United States - Texas - Terrell County|Terrell County|35403|9621|TX-Terrell County
United States - Texas - Terry County|Terry County|39498|3367|TX-Terry County
United States - Texas - Throckmorton County|Throckmorton County|36339|6196|TX-Throckmorton County
United States - Texas - Titus County|Titus County|39423|1807|TX-Titus County
United States - Texas - Tom Green County|Tom Green County|41398|1259|TX-Tom Green County
United States - Texas - Travis County|Travis County|54074|588|TX-Travis County
United States - Texas - Trinity County|Trinity County|36814|2989|TX-Trinity County
United States - Texas - Tyler County|Tyler County|35346|3096|TX-Tyler County
United States - Texas - Upshur County|Upshur County|44403|1718|TX-Upshur County
United States - Texas - Upton County|Upton County|49234|6086|TX-Upton County
United States - Texas - Uvalde County|Uvalde County|35087|2634|TX-Uvalde County
United States - Texas - Val Verde County|Val Verde County|36993|2271|TX-Val Verde County
United States - Texas - Van Zandt County|Van Zandt County|43074|1849|TX-Van Zandt County
United States - Texas - Victoria County|Victoria County|48767|1671|TX-Victoria County
United States - Texas - Walker County|Walker County|34259|2250|TX-Walker County
United States - Texas - Waller County|Waller County|47324|2979|TX-Waller County
United States - Texas - Ward County|Ward County|41117|2482|TX-Ward County
United States - Texas - Washington County|Washington County|43159|3298|TX-Washington County
United States - Texas - Webb County|Webb County|36684|904|TX-Webb County
United States - Texas - Wharton County|Wharton County|41148|2808|TX-Wharton County
United States - Texas - Wheeler County|Wheeler County|42909|5214|TX-Wheeler County
United States - Texas - Wichita County|Wichita County|42971|1174|TX-Wichita County
United States - Texas - Wilbarger County|Wilbarger County|40105|4537|TX-Wilbarger County
United States - Texas - Willacy County|Willacy County|22881|2634|TX-Willacy County
United States - Texas - Williamson County|Williamson County|68780|1161|TX-Williamson County
United States - Texas - Wilson County|Wilson County|60493|1900|TX-Wilson County
United States - Texas - Winkler County|Winkler County|41828|1987|TX-Winkler County
United States - Texas - Wise County|Wise County|55207|2524|TX-Wise County
United States - Texas - Wood County|Wood County|41277|2118|TX-Wood County
United States - Texas - Yoakum County|Yoakum County|49146|4985|TX-Yoakum County
United States - Texas - Young County|Young County|36900|3507|TX-Young County
United States - Texas - Zapata County|Zapata County|24496|3991|TX-Zapata County
United States - Texas - Zavala County|Zavala County|21707|2675|TX-Zavala County
United States - Utah|Utah|56330|330|UT-Utah
United States - Utah - Beaver County|Beaver County|41514|4216|UT-Beaver County
United States - Utah - Box Elder County|Box Elder County|55135|1550|UT-Box Elder County
United States - Utah - Cache County|Cache County|47013|1023|UT-Cache County
United States - Utah - Carbon County|Carbon County|41967|2174|UT-Carbon County
United States - Utah - Daggett County|Daggett County|36389|10388|UT-Daggett County
United States - Utah - Davis County|Davis County|66866|862|UT-Davis County
United States - Utah - Duchesne County|Duchesne County|52895|3124|UT-Duchesne County
United States - Utah - Emery County|Emery County|49237|2253|UT-Emery County
United States - Utah - Garfield County|Garfield County|44745|4410|UT-Garfield County
United States - Utah - Grand County|Grand County|41396|4081|UT-Grand County
United States - Utah - Iron County|Iron County|42247|1817|UT-Iron County
United States - Utah - Juab County|Juab County|53225|1751|UT-Juab County
United States - Utah - Kane County|Kane County|43540|3785|UT-Kane County
United States - Utah - Millard County|Millard County|44594|1829|UT-Millard County
United States - Utah - Morgan County|Morgan County|70152|6873|UT-Morgan County
United States - Utah - Piute County|Piute County|37708|6853|UT-Piute County
United States - Utah - Rich County|Rich County|54737|4100|UT-Rich County
United States - Utah - Salt Lake County|Salt Lake County|58004|527|UT-Salt Lake County
United States - Utah - San Juan County|San Juan County|38076|4617|UT-San Juan County
United States - Utah - Sanpete County|Sanpete County|42395|2562|UT-Sanpete County
United States - Utah - Sevier County|Sevier County|45622|2543|UT-Sevier County
United States - Utah - Summit County|Summit County|79461|4801|UT-Summit County
United States - Utah - Tooele County|Tooele County|60590|2126|UT-Tooele County
United States - Utah - Uintah County|Uintah County|59730|3035|UT-Uintah County
United States - Utah - Utah County|Utah County|56927|752|UT-Utah County
United States - Utah - Wasatch County|Wasatch County|65204|3503|UT-Wasatch County
United States - Utah - Washington County|Washington County|50050|989|UT-Washington County
United States - Utah - Wayne County|Wayne County|49414|5630|UT-Wayne County
United States - Utah - Weber County|Weber County|54086|951|UT-Weber County
United States - Vermont|Vermont|51841|447|VT-Vermont
United States - Vermont - Addison County|Addison County|55800|1385|VT-Addison County
United States - Vermont - Bennington County|Bennington County|47396|2346|VT-Bennington County
United States - Vermont - Caledonia County|Caledonia County|42706|1540|VT-Caledonia County
United States - Vermont - Chittenden County|Chittenden County|59878|1318|VT-Chittenden County
United States - Vermont - Essex County|Essex County|37734|2955|VT-Essex County
United States - Vermont - Franklin County|Franklin County|53623|1392|VT-Franklin County
United States - Vermont - Grand Isle County|Grand Isle County|57436|2455|VT-Grand Isle County
United States - Vermont - Lamoille County|Lamoille County|52232|2785|VT-Lamoille County
United States - Vermont - Orange County|Orange County|52079|1555|VT-Orange County
United States - Vermont - Orleans County|Orleans County|40202|1505|VT-Orleans County
United States - Vermont - Rutland County|Rutland County|47027|1690|VT-Rutland County
United States - Vermont - Washington County|Washington County|55313|1427|VT-Washington County
United States - Vermont - Windham County|Windham County|46714|2050|VT-Windham County
United States - Vermont - Windsor County|Windsor County|50893|1966|VT-Windsor County
United States - Virginia|Virginia|61406|235|VA-Virginia
United States - Virginia - Accomack County|Accomack County|41372|1614|VA-Accomack County
United States - Virginia - Albemarle County|Albemarle County|64847|2443|VA-Albemarle County
United States - Virginia - Alleghany County|Alleghany County|43160|2560|VA-Alleghany County
United States - Virginia - Amelia County|Amelia County|50135|4590|VA-Amelia County
United States - Virginia - Amherst County|Amherst County|44757|2542|VA-Amherst County
United States - Virginia - Appomattox County|Appomattox County|49224|3188|VA-Appomattox County
United States - Virginia - Arlington County|Arlington County|94880|2016|VA-Arlington County
United States - Virginia - Augusta County|Augusta County|50612|1706|VA-Augusta County
United States - Virginia - Bath County|Bath County|50589|6470|VA-Bath County
United States - Virginia - Bedford County|Bedford County|54110|2469|VA-Bedford County
United States - Virginia - Bland County|Bland County|41552|2093|VA-Bland County
United States - Virginia - Botetourt County|Botetourt County|64724|3600|VA-Botetourt County
United States - Virginia - Brunswick County|Brunswick County|35184|2884|VA-Brunswick County
United States - Virginia - Buchanan County|Buchanan County|29183|2181|VA-Buchanan County
United States - Virginia - Buckingham County|Buckingham County|34720|4849|VA-Buckingham County
United States - Virginia - Campbell County|Campbell County|43478|1227|VA-Campbell County
United States - Virginia - Caroline County|Caroline County|57690|2746|VA-Caroline County
United States - Virginia - Carroll County|Carroll County|36142|2348|VA-Carroll County
United States - Virginia - Charles City County|Charles City County|46337|3910|VA-Charles City County
United States - Virginia - Charlotte County|Charlotte County|34881|3431|VA-Charlotte County
United States - Virginia - Chesterfield County|Chesterfield County|71321|1171|VA-Chesterfield County
United States - Virginia - Clarke County|Clarke County|73244|7456|VA-Clarke County
United States - Virginia - Craig County|Craig County|51291|3188|VA-Craig County
United States - Virginia - Culpeper County|Culpeper County|65132|3080|VA-Culpeper County
United States - Virginia - Cumberland County|Cumberland County|40143|5067|VA-Cumberland County
United States - Virginia - Dickenson County|Dickenson County|29080|2035|VA-Dickenson County
United States - Virginia - Dinwiddie County|Dinwiddie County|51459|3195|VA-Dinwiddie County
United States - Virginia - Essex County|Essex County|46235|3274|VA-Essex County
United States - Virginia - Fairfax County|Fairfax County|105416|785|VA-Fairfax County
United States - Virginia - Fauquier County|Fauquier County|83877|3262|VA-Fauquier County
United States - Virginia - Floyd County|Floyd County|42044|4653|VA-Floyd County
United States - Virginia - Fluvanna County|Fluvanna County|68223|6451|VA-Fluvanna County
United States - Virginia - Franklin County|Franklin County|45555|2005|VA-Franklin County
United States - Virginia - Frederick County|Frederick County|61973|2361|VA-Frederick County
United States - Virginia - Giles County|Giles County|41186|2516|VA-Giles County
United States - Virginia - Gloucester County|Gloucester County|59331|3533|VA-Gloucester County
United States - Virginia - Goochland County|Goochland County|79574|6645|VA-Goochland County
United States - Virginia - Grayson County|Grayson County|32178|2494|VA-Grayson County
United States - Virginia - Greene County|Greene County|54307|3231|VA-Greene County
United States - Virginia - Greensville County|Greensville County|38574|2229|VA-Greensville County
United States - Virginia - Halifax County|Halifax County|34705|2126|VA-Halifax County
United States - Virginia - Hanover County|Hanover County|76425|2039|VA-Hanover County
United States - Virginia - Henrico County|Henrico County|60114|957|VA-Henrico County
United States - Virginia - Henry County|Henry County|34086|1699|VA-Henry County
United States - Virginia - Highland County|Highland County|43481|3442|VA-Highland County
United States - Virginia - Isle of Wight County|Isle of Wight County|62242|2875|VA-Isle of Wight County
United States - Virginia - James City County|James City County|73903|2649|VA-James City County
United States - Virginia - King and Queen County|King and Queen County|44442|6668|VA-King and Queen County
United States - Virginia - King George County|King George County|76241|5114|VA-King George County
United States - Virginia - King William County|King William County|64946|4739|VA-King William County
United States - Virginia - Lancaster County|Lancaster County|45209|3209|VA-Lancaster County
United States - Virginia - Lee County|Lee County|31352|1958|VA-Lee County
United States - Virginia - Loudoun County|Loudoun County|115574|1662|VA-Loudoun County
United States - Virginia - Louisa County|Louisa County|54257|3385|VA-Louisa County
United States - Virginia - Lunenburg County|Lunenburg County|37424|3372|VA-Lunenburg County
United States - Virginia - Madison County|Madison County|56608|4992|VA-Madison County
United States - Virginia - Mathews County|Mathews County|47435|7277|VA-Mathews County
United States - Virginia - Mecklenburg County|Mecklenburg County|36431|2048|VA-Mecklenburg County
United States - Virginia - Middlesex County|Middlesex County|50207|6804|VA-Middlesex County
United States - Virginia - Montgomery County|Montgomery County|43229|2004|VA-Montgomery County
United States - Virginia - Nelson County|Nelson County|48118|2742|VA-Nelson County
United States - Virginia - New Kent County|New Kent County|70590|3153|VA-New Kent County
United States - Virginia - Northampton County|Northampton County|35760|2783|VA-Northampton County
United States - Virginia - Northumberland County|Northumberland County|51944|5359|VA-Northumberland County
United States - Virginia - Nottoway County|Nottoway County|37344|4315|VA-Nottoway County
United States - Virginia - Orange County|Orange County|54916|2589|VA-Orange County
United States - Virginia - Page County|Page County|41617|2708|VA-Page County
United States - Virginia - Patrick County|Patrick County|35813|2943|VA-Patrick County
United States - Virginia - Pittsylvania County|Pittsylvania County|39224|1685|VA-Pittsylvania County
United States - Virginia - Powhatan County|Powhatan County|73593|4504|VA-Powhatan County
United States - Virginia - Prince Edward County|Prince Edward County|36191|3509|VA-Prince Edward County
United States - Virginia - Prince George County|Prince George County|64171|4849|VA-Prince George County
United States - Virginia - Prince William County|Prince William County|91098|1303|VA-Prince William County
United States - Virginia - Pulaski County|Pulaski County|41163|1982|VA-Pulaski County
United States - Virginia - Rappahannock County|Rappahannock County|62117|10447|VA-Rappahannock County
United States - Virginia - Richmond County|Richmond County|42182|4104|VA-Richmond County
United States - Virginia - Roanoke County|Roanoke County|59446|2044|VA-Roanoke County
United States - Virginia - Rockbridge County|Rockbridge County|44417|3422|VA-Rockbridge County
United States - Virginia - Rockingham County|Rockingham County|49930|1476|VA-Rockingham County
United States - Virginia - Russell County|Russell County|32780|3280|VA-Russell County
United States - Virginia - Scott County|Scott County|34250|4008|VA-Scott County
United States - Virginia - Shenandoah County|Shenandoah County|50171|2173|VA-Shenandoah County
United States - Virginia - Smyth County|Smyth County|34864|1846|VA-Smyth County
United States - Virginia - Southampton County|Southampton County|45426|3892|VA-Southampton County
United States - Virginia - Spotsylvania County|Spotsylvania County|76574|2144|VA-Spotsylvania County
United States - Virginia - Stafford County|Stafford County|93065|2009|VA-Stafford County
United States - Virginia - Surry County|Surry County|55030|6767|VA-Surry County
United States - Virginia - Sussex County|Sussex County|37978|2893|VA-Sussex County
United States - Virginia - Tazewell County|Tazewell County|35215|2231|VA-Tazewell County
United States - Virginia - Warren County|Warren County|60522|2299|VA-Warren County
United States - Virginia - Washington County|Washington County|40422|1680|VA-Washington County
United States - Virginia - Westmoreland County|Westmoreland County|52990|2109|VA-Westmoreland County
United States - Virginia - Wise County|Wise County|33608|1758|VA-Wise County
United States - Virginia - Wythe County|Wythe County|38948|2206|VA-Wythe County
United States - Virginia - York County|York County|81055|2581|VA-York County
United States - Virginia - Alexandria city|Alexandria city|80847|1300|VA-Alexandria city
United States - Virginia - Bedford city|Bedford city|32262|5742|VA-Bedford city
United States - Virginia - Bristol city|Bristol city|32079|3798|VA-Bristol city
United States - Virginia - Buena Vista city|Buena Vista city|39955|4458|VA-Buena Vista city
United States - Virginia - Charlottesville city|Charlottesville city|42240|2176|VA-Charlottesville city
United States - Virginia - Chesapeake city|Chesapeake city|67855|1559|VA-Chesapeake city
United States - Virginia - Colonial Heights city|Colonial Heights city|50571|4192|VA-Colonial Heights city
United States - Virginia - Covington city|Covington city|35277|3135|VA-Covington city
United States - Virginia - Danville city|Danville city|29936|1633|VA-Danville city
United States - Virginia - Emporia city|Emporia city|32788|3857|VA-Emporia city
United States - Virginia - Fairfax city|Fairfax city|97900|6198|VA-Fairfax city
United States - Virginia - Falls Church city|Falls Church city|114409|7073|VA-Falls Church city
United States - Virginia - Franklin city|Franklin city|33174|2271|VA-Franklin city
United States - Virginia - Fredericksburg city|Fredericksburg city|43558|2589|VA-Fredericksburg city
United States - Virginia - Galax city|Galax city|22333|7377|VA-Galax city
United States - Virginia - Hampton city|Hampton city|49815|1011|VA-Hampton city
United States - Virginia - Harrisonburg city|Harrisonburg city|37235|3082|VA-Harrisonburg city
United States - Virginia - Hopewell city|Hopewell city|37789|2954|VA-Hopewell city
United States - Virginia - Lexington city|Lexington city|31571|9820|VA-Lexington city
United States - Virginia - Lynchburg city|Lynchburg city|37058|1718|VA-Lynchburg city
United States - Virginia - Manassas city|Manassas city|75173|4179|VA-Manassas city
United States - Virginia - Manassas Park city|Manassas Park city|70299|3757|VA-Manassas Park city
United States - Virginia - Martinsville city|Martinsville city|32408|2272|VA-Martinsville city
United States - Virginia - Newport News city|Newport News city|49562|1194|VA-Newport News city
United States - Virginia - Norfolk city|Norfolk city|42677|989|VA-Norfolk city
United States - Virginia - Norton city|Norton city|33944|11189|VA-Norton city
United States - Virginia - Petersburg city|Petersburg city|36449|1987|VA-Petersburg city
United States - Virginia - Poquoson city|Poquoson city|84315|9301|VA-Poquoson city
United States - Virginia - Portsmouth city|Portsmouth city|45488|1462|VA-Portsmouth city
United States - Virginia - Radford city|Radford city|29155|3646|VA-Radford city
United States - Virginia - Richmond city|Richmond city|38266|876|VA-Richmond city
United States - Virginia - Roanoke city|Roanoke city|36422|1381|VA-Roanoke city
United States - Virginia - Salem city|Salem city|48828|3216|VA-Salem city
United States - Virginia - Staunton city|Staunton city|42724|3117|VA-Staunton city
United States - Virginia - Suffolk city|Suffolk city|65104|2834|VA-Suffolk city
United States - Virginia - Virginia Beach city|Virginia Beach city|64618|1005|VA-Virginia Beach city
United States - Virginia - Waynesboro city|Waynesboro city|40977|2511|VA-Waynesboro city
United States - Virginia - Williamsburg city|Williamsburg city|50794|5115|VA-Williamsburg city
United States - Virginia - Winchester city|Winchester city|44873|2868|VA-Winchester city
United States - Washington|Washington|57244|261|WA-Washington
United States - Washington - Adams County|Adams County|40829|1729|WA-Adams County
United States - Washington - Asotin County|Asotin County|41665|2375|WA-Asotin County
United States - Washington - Benton County|Benton County|57354|1509|WA-Benton County
United States - Washington - Chelan County|Chelan County|48674|1996|WA-Chelan County
United States - Washington - Clallam County|Clallam County|44398|1946|WA-Clallam County
United States - Washington - Clark County|Clark County|58262|1106|WA-Clark County
United States - Washington - Columbia County|Columbia County|43611|8122|WA-Columbia County
United States - Washington - Cowlitz County|Cowlitz County|45877|1602|WA-Cowlitz County
United States - Washington - Douglas County|Douglas County|48708|2525|WA-Douglas County
United States - Washington - Ferry County|Ferry County|35485|3080|WA-Ferry County
United States - Washington - Franklin County|Franklin County|47749|2251|WA-Franklin County
United States - Washington - Garfield County|Garfield County|42269|5884|WA-Garfield County
United States - Washington - Grant County|Grant County|42572|1539|WA-Grant County
United States - Washington - Grays Harbor County|Grays Harbor County|41899|1429|WA-Grays Harbor County
United States - Washington - Island County|Island County|57190|1742|WA-Island County
United States - Washington - Jefferson County|Jefferson County|46048|1618|WA-Jefferson County
United States - Washington - King County|King County|68065|656|WA-King County
United States - Washington - Kitsap County|Kitsap County|59549|1209|WA-Kitsap County
United States - Washington - Kittitas County|Kittitas County|41232|2670|WA-Kittitas County
United States - Washington - Klickitat County|Klickitat County|37398|2893|WA-Klickitat County
United States - Washington - Lewis County|Lewis County|43874|1774|WA-Lewis County
United States - Washington - Lincoln County|Lincoln County|45582|1884|WA-Lincoln County
United States - Washington - Mason County|Mason County|48104|2353|WA-Mason County
United States - Washington - Okanogan County|Okanogan County|38551|2240|WA-Okanogan County
United States - Washington - Pacific County|Pacific County|39642|2087|WA-Pacific County
United States - Washington - Pend Oreille County|Pend Oreille County|38896|4679|WA-Pend Oreille County
United States - Washington - Pierce County|Pierce County|57869|692|WA-Pierce County
United States - Washington - San Juan County|San Juan County|50726|1988|WA-San Juan County
United States - Washington - Skagit County|Skagit County|54811|1119|WA-Skagit County
United States - Washington - Skamania County|Skamania County|48704|3760|WA-Skamania County
United States - Washington - Snohomish County|Snohomish County|66300|676|WA-Snohomish County
United States - Washington - Spokane County|Spokane County|47250|695|WA-Spokane County
United States - Washington - Stevens County|Stevens County|42845|2091|WA-Stevens County
United States - Washington - Thurston County|Thurston County|60930|1046|WA-Thurston County
United States - Washington - Wahkiakum County|Wahkiakum County|40372|2535|WA-Wahkiakum County
United States - Washington - Walla Walla County|Walla Walla County|45575|2141|WA-Walla Walla County
United States - Washington - Whatcom County|Whatcom County|49031|1383|WA-Whatcom County
United States - Washington - Whitman County|Whitman County|36368|2145|WA-Whitman County
United States - Washington - Yakima County|Yakima County|42877|1205|WA-Yakima County
United States - West Virginia|West Virginia|38380|329|WV-West Virginia
United States - West Virginia - Barbour County|Barbour County|31212|2566|WV-Barbour County
United States - West Virginia - Berkeley County|Berkeley County|52857|2182|WV-Berkeley County
United States - West Virginia - Boone County|Boone County|39783|2561|WV-Boone County
United States - West Virginia - Braxton County|Braxton County|32158|2745|WV-Braxton County
United States - West Virginia - Brooke County|Brooke County|39475|2027|WV-Brooke County
United States - West Virginia - Cabell County|Cabell County|34492|1554|WV-Cabell County
