State|ZCTACode|ZipCode|header1:float|header2:float|header3:float|header4:float|header5:float|header6:float|header7:float|header8:float|header9:float|header10:float
Alabama|ZCTA 35761|35761|4310|76.9|36.4|61.6|11|23.1|19.6|6.3|2.7|3.09
Alabama|ZCTA 35763|35763|5093|81.9|41.6|73.1|5.8|18.1|15.9|5.4|2.77|3.11
Alabama|ZCTA 35764|35764|272|67.3|26.5|56.6|7|32.7|29|14.7|2.4|2.98
Alabama|ZCTA 35765|35765|1616|72.4|27|57.3|10.6|27.6|24.3|11|2.48|2.95
Alabama|ZCTA 35766|35766|64|65.6|21.9|53.1|4.7|34.4|31.3|10.9|2.34|2.9
Alabama|ZCTA 35768|35768|4682|68.9|26|51|13.1|31.1|28.3|12.8|2.39|2.91
Alabama|ZCTA 35769|35769|4091|69.1|25.3|55.5|9.8|30.9|28.2|12.3|2.33|2.83
Alabama|ZCTA 35771|35771|1440|71.3|27.8|57.4|9.9|28.7|25.4|10.8|2.52|3.01
Alabama|ZCTA 35772|35772|1981|67.2|25.9|48.2|13.8|32.8|29.2|12.2|2.44|2.98
Alabama|ZCTA 35773|35773|4834|75|35.7|56.6|13.2|25|20.7|6|2.69|3.11
Alabama|ZCTA 35774|35774|53|66|17|58.5|5.7|34|26.4|13.2|2.28|2.69
Alabama|ZCTA 35775|35775|250|67.2|19.6|49.2|12.4|32.8|30|12.4|2.54|3.09
Alabama|ZCTA 35776|35776|1351|74.3|27.1|60.1|10.4|25.7|23.1|9.6|2.51|2.94
Alabama|ZCTA 35801|35801|9852|54.6|21|41.9|9.5|45.4|39.7|15.1|2.05|2.75
Alabama|ZCTA 35802|35802|9978|59|22.1|46.5|9.1|41|36.4|15|2.13|2.78
Alabama|ZCTA 35803|35803|10552|71.4|28.8|58.1|10|28.6|25.5|9.5|2.41|2.89
Alabama|ZCTA 35805|35805|9478|52.7|26.3|24.9|20.7|47.3|37.8|8.7|2.3|3.04
Alabama|ZCTA 35806|35806|8517|56.1|24.3|42.1|10.8|43.9|36.4|5.6|2.17|2.87
Alabama|ZCTA 35808|35808|343|87.8|68.2|72.6|13.1|12.2|11.4|0|3.27|3.56
Alabama|ZCTA 35810|35810|11594|65.1|25.4|34.9|24.5|34.9|29.5|10.9|2.48|3.08
Alabama|ZCTA 35811|35811|10202|70.9|29|53.6|12.9|29.1|24.7|8.1|2.49|2.96
Alabama|ZCTA 35816|35816|6885|44.3|21.7|17.4|20.8|55.7|44.8|8.8|2.06|2.89
Alabama|ZCTA 35824|35824|2868|53.7|24.7|41.6|9|46.3|38.2|2.5|2.12|2.85
Alabama|ZCTA 35896|35896|1|0|0|0|0|100|100|100|1|0
Alabama|ZCTA 35901|35901|8059|62.6|24.5|40.4|17.6|37.4|33.9|14.3|2.32|2.97
Alabama|ZCTA 35903|35903|7519|64.7|26|42.5|16.9|35.3|31|12.5|2.39|2.98
Alabama|ZCTA 35904|35904|5762|66.8|25.3|47.4|14.4|33.2|29.2|13.2|2.4|2.96
Alabama|ZCTA 35905|35905|2574|71.5|25.1|57.5|10.1|28.5|24.8|10.9|2.46|2.92
Alabama|ZCTA 35906|35906|4233|66.3|27.8|49.4|13.2|33.7|29.7|12.3|2.33|2.88
Alabama|ZCTA 35907|35907|3226|78.2|33.4|65.4|9.1|21.8|19.4|8|2.58|2.95
Alabama|ZCTA 35950|35950|7440|71.7|34.4|51.7|14.1|28.3|23.5|11|2.79|3.24
Alabama|ZCTA 35951|35951|4600|73.1|35.2|55|12|26.9|22.8|9.2|2.81|3.3
Alabama|ZCTA 35952|35952|2997|72.4|29.4|57.9|10.5|27.6|24.9|11.4|2.56|3.05
Alabama|ZCTA 35953|35953|2747|74.3|28.3|59.7|10.7|25.7|21.9|9.2|2.63|3.07
Alabama|ZCTA 35954|35954|4918|70.4|27.4|49.6|15.3|29.6|26.3|10.8|2.49|2.98
Alabama|ZCTA 35956|35956|3364|76|30.9|60.6|9.8|24|20.9|9.1|2.63|3.02
Alabama|ZCTA 35957|35957|5974|70.1|31.3|52.1|12.5|29.9|26.2|12.1|2.59|3.11
Alabama|ZCTA 35958|35958|1403|75.8|29|60.9|9.8|24.2|21.6|8.9|2.55|2.97
Alabama|ZCTA 35959|35959|2032|70.3|22.6|55.2|10.6|29.7|26|11.2|2.38|2.84
Alabama|ZCTA 35960|35960|4148|68.3|24.9|52.9|11|31.7|28.9|13.3|2.36|2.89
Alabama|ZCTA 35961|35961|2285|74|33|54.2|13.3|26|22.3|9.7|2.77|3.21
Alabama|ZCTA 35962|35962|2827|76.4|36|60|10.6|23.6|20.6|7.7|2.89|3.34
Alabama|ZCTA 35963|35963|661|72.2|32.5|56.9|9.5|27.8|24.7|10.7|2.58|3.08
Alabama|ZCTA 35966|35966|1547|72.9|28.7|58|10|27.1|24|10.3|2.53|3
Alabama|ZCTA 35967|35967|6372|69.8|31|52.3|12.6|30.2|26.6|11.3|2.59|3.12
Alabama|ZCTA 35968|35968|1799|69.5|25.4|56.2|9|30.5|27.6|13.4|2.43|2.96
Alabama|ZCTA 35971|35971|1918|70|28.3|55.9|9|30|26.8|11.6|2.49|2.99
Alabama|ZCTA 35972|35972|443|74.9|28|64.8|6.8|25.1|22.3|11.7|2.57|2.98
Alabama|ZCTA 35973|35973|1143|72.7|25.1|56.2|11.4|27.3|22.8|10.3|2.51|2.95
Alabama|ZCTA 35974|35974|652|65.8|27.8|52|9.4|34.2|30.8|15.5|2.44|3.07
Alabama|ZCTA 35975|35975|432|72.9|29.9|62|6.7|27.1|23.4|13.2|2.45|2.89
Alabama|ZCTA 35976|35976|6707|67.9|25.6|51.8|11.7|32.1|28.5|12.8|2.36|2.88
Alabama|ZCTA 35978|35978|2134|73.5|29.9|58.7|9.4|26.5|23.4|10.1|2.53|2.96
Alabama|ZCTA 35979|35979|514|77.2|32.5|61.9|10.9|22.8|19.3|8.4|2.72|3.11
Alabama|ZCTA 35980|35980|1826|76.8|33.4|58.6|12.4|23.2|19.9|8.4|2.82|3.24
Alabama|ZCTA 35981|35981|858|72.5|26.8|59.2|9|27.5|24.8|11.7|2.5|2.97
Alabama|ZCTA 35983|35983|1517|72.7|26.7|58.7|10|27.3|23.6|10.2|2.46|2.89
Alabama|ZCTA 35984|35984|831|66.2|19.5|54|7.2|33.8|29.7|11.9|2.25|2.77
Alabama|ZCTA 35986|35986|3118|71.1|30.4|55.8|11|28.9|26.3|12.1|2.48|2.98
Alabama|ZCTA 35987|35987|1053|72.4|25.7|59.4|9.7|27.6|23.9|12.5|2.53|3
Alabama|ZCTA 35988|35988|711|75.2|36|58.1|13.8|24.8|21.4|7.9|2.73|3.18
Alabama|ZCTA 35989|35989|1307|76.4|32.2|59.6|12.2|23.6|20.5|7.6|2.73|3.15
Alabama|ZCTA 36003|36003|800|68.8|24|44.3|20.5|31.3|27.6|10.1|2.47|2.97
Alabama|ZCTA 36005|36005|657|68|20.7|52.2|11|32|29.5|10.5|2.32|2.84
Alabama|ZCTA 36006|36006|496|75.6|33.3|60.3|10.1|24.4|21.2|8.7|2.65|3.08
Alabama|ZCTA 36009|36009|1076|67.4|27.4|50.1|13|32.6|29.4|15.2|2.38|2.94
Alabama|ZCTA 36010|36010|2055|63.2|21.5|41.6|15.9|36.8|33.5|14.8|2.28|2.87
Alabama|ZCTA 36013|36013|188|83|36.7|69.1|8|17|14.4|3.7|2.99|3.35
Alabama|ZCTA 36016|36016|1419|67.4|24.5|42.4|20.2|32.6|29.6|12.1|2.41|2.97
Alabama|ZCTA 36017|36017|769|65.4|25.9|42.3|16.4|34.6|29.3|11.4|2.6|3.17
Alabama|ZCTA 36020|36020|404|78.7|31.9|55|18.8|21.3|18.8|8.2|2.78|3.14
Alabama|ZCTA 36022|36022|4161|79.4|36.8|66.9|8.1|20.6|17.8|6.8|2.74|3.1
Alabama|ZCTA 36024|36024|2200|71.7|26.3|56.7|10.9|28.3|24.5|10.6|2.47|2.94
Alabama|ZCTA 36025|36025|1160|77.2|36.2|55|17.1|22.8|19.1|6.4|2.77|3.15
Alabama|ZCTA 36026|36026|483|71.8|17.4|62.3|6.8|28.2|24.8|9.7|2.25|2.67
Alabama|ZCTA 36027|36027|6497|69.1|28.9|43.5|21.1|30.9|28.2|11.4|2.48|3.01
Alabama|ZCTA 36028|36028|746|66.1|24|49.3|12.1|33.9|29.9|13.5|2.34|2.91
Alabama|ZCTA 36029|36029|307|64.5|23.1|39.7|17.3|35.5|30.3|11.1|2.36|2.94
Alabama|ZCTA 36030|36030|191|68.6|18.3|44.5|15.2|31.4|27.2|14.7|2.57|3.13
Alabama|ZCTA 36031|36031|60|65|25|28.3|35|35|28.3|15|2.6|3.28
Alabama|ZCTA 36032|36032|913|67.5|27.7|39.3|24.6|32.5|29.6|11.3|2.56|3.22
Alabama|ZCTA 36033|36033|1761|67.3|23.7|45.8|16.9|32.7|29.9|15.6|2.35|2.91
Alabama|ZCTA 36034|36034|345|67.5|24.3|53.3|9.3|32.5|29.6|14.5|2.34|2.9
Alabama|ZCTA 36035|36035|809|66.4|24.4|51.2|10.5|33.6|30|10.9|2.36|2.93
Alabama|ZCTA 36036|36036|853|67.1|23.9|46.1|15.2|32.9|30|11.6|2.35|2.91
Alabama|ZCTA 36037|36037|5696|67.1|30.1|41.3|21.6|32.9|30.2|12.3|2.44|3.03
Alabama|ZCTA 36039|36039|98|68.4|30.6|28.6|34.7|31.6|29.6|13.3|2.58|3.21
Alabama|ZCTA 36040|36040|1472|69.9|24.1|30|33.8|30.1|28.1|8.8|2.64|3.25
Alabama|ZCTA 36041|36041|517|70.6|27.7|53|13.5|29.4|25.7|8.3|2.55|3.07
Alabama|ZCTA 36042|36042|598|76.4|27.6|59.5|12.4|23.6|22.4|12.5|2.51|2.89
Alabama|ZCTA 36043|36043|1500|71.6|23.4|53.5|13.1|28.4|25.5|10.4|2.44|2.92
Alabama|ZCTA 36046|36046|597|72.4|28.5|51.8|14.2|27.6|25|9.9|2.5|2.96
Alabama|ZCTA 36047|36047|571|69.2|19.4|45.9|17.9|30.8|28.4|11.7|2.44|3.02
Alabama|ZCTA 36048|36048|594|68.7|22.4|48.7|15.2|31.3|28.3|13.3|2.46|2.99
Alabama|ZCTA 36049|36049|2302|67.9|27.6|47.4|16.5|32.1|28.8|12.6|2.42|2.96
Alabama|ZCTA 36051|36051|853|72.7|32.9|53.1|13.6|27.3|23.4|8.4|2.69|3.19
Alabama|ZCTA 36052|36052|293|77.1|28|64.2|9.2|22.9|20.5|8.2|2.52|2.92
Alabama|ZCTA 36053|36053|847|62.6|22.6|30.3|25.9|37.4|35.4|13.2|2.32|3.01
Alabama|ZCTA 36054|36054|5587|74.2|38.1|53.5|15.7|25.8|21.6|6|2.7|3.13
Alabama|ZCTA 36064|36064|2452|80.1|37|65.6|10.6|19.9|17.3|5.1|2.75|3.12
Alabama|ZCTA 36066|36066|7348|71.1|35.8|54.6|12.4|28.9|24.8|7.8|2.57|3.09
Alabama|ZCTA 36067|36067|9789|75.8|34.2|55.8|15.1|24.2|20.5|7.4|2.73|3.14
Alabama|ZCTA 36069|36069|859|65.3|18.7|47|13.2|34.7|31.4|13.4|2.25|2.78
Alabama|ZCTA 36071|36071|296|72|26.4|47.3|20.6|28|24.7|8.8|2.59|3.03
Alabama|ZCTA 36075|36075|862|70.8|26.3|41.1|23|29.2|25.9|8.4|2.58|3.09
Alabama|ZCTA 36078|36078|5072|71.2|30.2|49.7|15.8|28.8|25|10|2.58|3.08
Alabama|ZCTA 36079|36079|3800|63.9|27.8|44.8|14.4|36.1|26.1|6.8|2.41|2.94
Alabama|ZCTA 36080|36080|952|70.4|24.2|57.6|8.1|29.6|26.3|11.2|2.39|2.87
Alabama|ZCTA 36081|36081|6528|53.2|22.4|31.3|18.2|46.8|31.9|9.4|2.32|2.97
Alabama|ZCTA 36082|36082|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
Alabama|ZCTA 36083|36083|4037|58|21.4|25.5|27.1|42|36.7|12.1|2.29|3.02
Alabama|ZCTA 36088|36088|1542|50|21.2|17.3|28.4|50|40.3|10.6|2.14|2.96
Alabama|ZCTA 36089|36089|2807|64.1|29.1|30|28.4|35.9|32.1|10.9|2.52|3.17
Alabama|ZCTA 36091|36091|1374|73.8|32.1|55.8|12|26.2|22.1|8.2|2.65|3.08
Alabama|ZCTA 36092|36092|7378|71.7|32.1|51.6|15.3|28.3|24.4|9|2.59|3.07
Alabama|ZCTA 36093|36093|3541|82|32.5|71.6|7.2|18|15.2|5.4|2.67|2.97
Alabama|ZCTA 36104|36104|3190|48.7|20.6|16.2|27|51.3|45.3|12.1|2.19|3.17
Alabama|ZCTA 36105|36105|4634|66.8|22.1|30.7|30.5|33.2|29|11.7|2.6|3.22
Alabama|ZCTA 36106|36106|6498|57.5|24.3|40.5|13.7|42.5|35.4|10|2.23|2.92
Alabama|ZCTA 36107|36107|3718|56|27.3|26.6|22|44|36|11.7|2.5|3.29
Alabama|ZCTA 36108|36108|8216|65.9|25.7|26|33.4|34.1|30.1|12|2.57|3.19
Alabama|ZCTA 36109|36109|10405|64.7|24.9|45.9|14.4|35.3|30.7|14.2|2.33|2.9
Alabama|ZCTA 36110|36110|4707|69.3|29.9|29.2|33.3|30.7|26.3|9.2|2.68|3.22
Alabama|ZCTA 36111|36111|4882|66.1|29.6|41.7|20.2|33.9|29.4|11.2|2.49|3.11
Alabama|ZCTA 36112|36112|2|100|0|100|0|0|0|0|3|3
Alabama|ZCTA 36113|36113|248|89.9|66.5|78.6|9.7|10.1|10.1|0.8|3.27|3.49
Alabama|ZCTA 36115|36115|197|74.6|66|61.9|9.6|25.4|24.9|0.5|3.16|3.88
Alabama|ZCTA 36116|36116|16689|67.8|36.1|35|27.7|32.2|26.8|5.7|2.6|3.16
Alabama|ZCTA 36117|36117|20853|61.3|29.4|44.9|12.9|38.7|32.2|7.6|2.29|2.93
Alabama|ZCTA 36201|36201|8044|62.4|24.5|32.2|24.1|37.6|33|12.4|2.44|3.06
Alabama|ZCTA 36203|36203|7113|73.1|32.3|54.9|13.9|26.9|23.4|9.5|2.61|3.06
Alabama|ZCTA 36205|36205|303|53.5|19.1|39.3|10.9|46.5|36.3|19.1|2.1|2.78
Alabama|ZCTA 36206|36206|4626|68.3|27.3|47.5|16|31.7|27|9.4|2.45|2.96
Alabama|ZCTA 36207|36207|8385|65.6|24.7|48.8|12.9|34.4|30.1|11.1|2.32|2.87
Alabama|ZCTA 36250|36250|1744|77.4|32.2|60.7|12.7|22.6|19|7.4|2.63|3
Alabama|ZCTA 36251|36251|2110|68.1|26.3|50|13.4|31.9|29.2|13.3|2.35|2.87
Alabama|ZCTA 36255|36255|398|68.8|24.9|57.3|6.3|31.2|28.9|14.1|2.43|3
Alabama|ZCTA 36256|36256|633|73.1|26.5|58.3|9.5|26.9|24.2|10.4|2.48|2.93
Alabama|ZCTA 36258|36258|649|70.4|24|58.2|8.3|29.6|25.9|10.8|2.46|2.95
Alabama|ZCTA 36260|36260|1651|72.3|28.6|52.8|14.7|27.7|24.3|9.5|2.57|3.05
Alabama|ZCTA 36262|36262|557|71.8|30.3|55.8|11.5|28.2|24.8|8.8|2.58|3.09
Alabama|ZCTA 36263|36263|250|80.8|31.2|64|12|19.2|15.6|8.8|2.63|2.91
Alabama|ZCTA 36264|36264|3428|70.3|27.9|54.7|10.9|29.7|26.4|12|2.48|2.98
Alabama|ZCTA 36265|36265|8263|59.3|25.3|43|12|40.7|28.9|8.4|2.36|2.95
Alabama|ZCTA 36266|36266|2242|71.6|27.7|52.6|14.2|28.4|25.7|10.5|2.44|2.91
Alabama|ZCTA 36268|36268|2085|73.3|28.6|54.6|13.2|26.7|23.6|9.6|2.61|3.07
Alabama|ZCTA 36269|36269|531|71.6|30.9|56.3|10.2|28.4|24.3|9.6|2.63|3.12
Alabama|ZCTA 36271|36271|2353|73.8|27.9|58.2|10.5|26.2|22.4|7.6|2.56|2.98
Alabama|ZCTA 36272|36272|5424|70.3|27.2|52.2|12.3|29.7|25.9|10.8|2.47|2.96
Alabama|ZCTA 36273|36273|1143|74.6|30.4|60.8|9.3|25.4|22.1|10.7|2.55|2.95
Alabama|ZCTA 36274|36274|4481|66.5|28|45.3|17|33.5|30.7|13.6|2.46|3.06
Alabama|ZCTA 36276|36276|964|68.6|28.3|50|14.4|31.4|29|12.6|2.49|3.04
Alabama|ZCTA 36277|36277|2087|74.7|32.6|55|15.9|25.3|22|9.4|2.6|3.02
Alabama|ZCTA 36278|36278|1819|71.9|22.3|54.5|12.4|28.1|26|12.5|2.37|2.81
Alabama|ZCTA 36279|36279|1022|75.5|28.1|59.6|10.1|24.5|21.4|8.7|2.59|3
Alabama|ZCTA 36280|36280|1593|71.9|27.2|58.1|8.9|28.1|25.2|11.6|2.47|2.94
Alabama|ZCTA 36301|36301|14494|67.3|29.6|44.3|18.2|32.7|27.9|10.3|2.44|2.97
Alabama|ZCTA 36303|36303|12158|66.9|28.7|43.3|19.4|33.1|28.6|9.4|2.42|2.97
Alabama|ZCTA 36305|36305|5901|70|31.2|57.4|9.7|30|25.8|7.9|2.42|2.91
Alabama|ZCTA 36310|36310|2824|68.3|22.7|48.5|14.8|31.7|28.8|13.1|2.34|2.85
Alabama|ZCTA 36311|36311|1102|73.3|28.9|56.1|12.1|26.7|24|10.4|2.51|2.95
Alabama|ZCTA 36312|36312|2487|71.7|27.1|53.9|12.9|28.3|24.4|10.7|2.49|2.95
Alabama|ZCTA 36313|36313|126|65.1|18.3|45.2|15.1|34.9|31|14.3|2.26|2.82
Alabama|ZCTA 36314|36314|244|72.1|27|57.8|8.6|27.9|22.5|8.2|2.44|2.82
Alabama|ZCTA 36316|36316|714|71.1|23.9|58.3|8.5|28.9|25.8|10.5|2.41|2.9
Alabama|ZCTA 36317|36317|232|75.4|24.6|55.2|16.4|24.6|22.8|11.2|2.54|2.97
Alabama|ZCTA 36318|36318|547|70.9|23.2|55.6|10.4|29.1|25.2|9.5|2.37|2.84
Alabama|ZCTA 36319|36319|952|70.7|25.3|54.6|11.4|29.3|27|10.9|2.39|2.86
Alabama|ZCTA 36320|36320|1566|68.7|26.9|51|12.5|31.3|27.7|12.1|2.44|2.98
Alabama|ZCTA 36321|36321|630|77.9|31.3|60.8|12.5|22.1|19.2|7.8|2.59|2.93
Alabama|ZCTA 36322|36322|3886|61.5|26.5|41.4|14.3|38.5|32.9|9.2|2.33|2.94
Alabama|ZCTA 36323|36323|3319|67.7|26.2|48.6|14.6|32.3|29|13.8|2.39|2.94
Alabama|ZCTA 36330|36330|14001|69.3|31.9|51.7|13.4|30.7|24.7|8.2|2.52|3
Alabama|ZCTA 36340|36340|2239|66.9|24|46.7|14.9|33.1|30|14.4|2.39|2.94
Alabama|ZCTA 36343|36343|667|64.9|22.9|45.7|13.2|35.1|31.6|13.6|2.37|2.97
Alabama|ZCTA 36344|36344|2332|68.3|25.2|50.7|12.6|31.7|28.3|13.1|2.42|2.95
Alabama|ZCTA 36345|36345|3085|73.2|29.5|53.9|15.1|26.8|23.6|10.7|2.53|2.97
Alabama|ZCTA 36346|36346|586|73|27.6|58.7|10.1|27|23.9|11.3|2.48|2.92
Alabama|ZCTA 36350|36350|2604|72|32.4|50.3|16.2|28|23.3|8.2|2.51|2.95
Alabama|ZCTA 36351|36351|1274|72.9|26.1|57.8|11.1|27.1|24|10.1|2.47|2.92
Alabama|ZCTA 36352|36352|1934|72.5|29.4|56|11.5|27.5|23.9|9.7|2.52|2.98
Alabama|ZCTA 36353|36353|786|72.3|25.4|55.2|11.3|27.7|24.7|11.2|2.5|2.97
Alabama|ZCTA 36360|36360|8361|66.8|26.5|46|16.1|33.2|29.3|11.8|2.37|2.91
Alabama|ZCTA 36362|36362|1228|87.6|68.1|79.6|5.9|12.4|9.1|0.1|3.33|3.59
Alabama|ZCTA 36370|36370|384|74|29.2|57.8|10.4|26|21.9|8.6|2.53|2.94
Alabama|ZCTA 36371|36371|308|67.9|21.8|51.9|12|32.1|27.6|12.3|2.34|2.86
Alabama|ZCTA 36373|36373|244|70.9|20.9|51.6|13.1|29.1|26.6|11.9|2.38|2.84
Alabama|ZCTA 36374|36374|392|73.5|26.5|60.2|9.4|26.5|23|10.5|2.47|2.88
Alabama|ZCTA 36375|36375|2940|72.4|28.7|54.5|13.4|27.6|23.9|10.3|2.51|2.95
Alabama|ZCTA 36376|36376|945|71|27.6|50.7|15.7|29|23.4|8|2.57|3.04
Alabama|ZCTA 36401|36401|3488|66.1|26.7|39.3|21.9|33.9|30.9|13.3|2.37|2.96
Alabama|ZCTA 36420|36420|4346|66.8|27.6|47.2|15|33.2|28.6|13.9|2.42|2.96
Alabama|ZCTA 36421|36421|3778|69.7|25.6|54.2|10.9|30.3|26.1|11.9|2.4|2.88
Alabama|ZCTA 36425|36425|437|64.1|21.7|35|24.9|35.9|33.2|10.5|2.31|2.93
Alabama|ZCTA 36426|36426|6474|68.9|28.2|47.3|16.5|31.1|27.3|13.1|2.46|2.97
Alabama|ZCTA 36432|36432|1055|64.1|22.1|44.7|14.5|35.9|32|11.8|2.29|2.89
Alabama|ZCTA 36435|36435|248|58.5|20.6|31.5|21.4|41.5|38.7|14.1|2.33|3.15
Alabama|ZCTA 36436|36436|203|73.9|28.6|56.7|13.3|26.1|24.6|7.4|2.62|3.14
Alabama|ZCTA 36439|36439|212|76.9|39.2|61.8|11.8|23.1|20.3|9|2.75|3.18
Alabama|ZCTA 36441|36441|1470|71.2|29.1|53|14.3|28.8|25.2|10.4|2.43|2.89
Alabama|ZCTA 36442|36442|1492|65.1|24.2|46.5|13.3|34.9|30.3|14.7|2.33|2.89
Alabama|ZCTA 36444|36444|314|65.3|22|50|11.1|34.7|32.2|16.2|2.24|2.82
Alabama|ZCTA 36445|36445|2006|72.6|29.5|53|14.6|27.4|24.5|10.3|2.52|2.99
Alabama|ZCTA 36446|36446|200|74|25|45.5|23.5|26|23.5|10|2.45|2.85
Alabama|ZCTA 36451|36451|1992|69.8|28.6|51.7|14.4|30.2|27.9|13.1|2.44|2.97
Alabama|ZCTA 36453|36453|904|74.4|25.3|60.7|9.2|25.6|23.8|12.2|2.43|2.85
Alabama|ZCTA 36455|36455|187|66.3|28.3|46.5|14.4|33.7|28.3|11.8|2.49|3.06
Alabama|ZCTA 36456|36456|769|67.6|23|47.1|14.4|32.4|30|13.3|2.37|2.88
Alabama|ZCTA 36460|36460|4263|68.5|30.4|44.1|19.9|31.5|27.8|11.4|2.46|3
Alabama|ZCTA 36467|36467|4139|67.9|26.1|49.9|13.6|32.1|28.7|14.4|2.39|2.92
Alabama|ZCTA 36471|36471|527|65.3|26.9|40.8|21.3|34.7|32.6|14.6|2.39|3.05
Alabama|ZCTA 36473|36473|43|69.8|30.2|46.5|14|30.2|30.2|18.6|2.47|3.1
Alabama|ZCTA 36474|36474|1227|69|23.7|52.6|12.6|31|27.7|14.4|2.38|2.89
Alabama|ZCTA 36475|36475|898|72.2|25.6|50.9|15.5|27.8|25.2|10.6|2.46|2.94
Alabama|ZCTA 36477|36477|2034|69.2|26.3|48.9|14.3|30.8|27.1|11.8|2.43|2.93
Alabama|ZCTA 36480|36480|706|72.4|26.6|57.2|11|27.6|25.6|11.8|2.51|2.99
Alabama|ZCTA 36481|36481|236|67.8|23.7|34.7|29.2|32.2|30.5|12.7|2.51|3.14
Alabama|ZCTA 36482|36482|449|67.9|25.8|41.2|23.2|32.1|30.5|12.9|2.43|3.04
Alabama|ZCTA 36483|36483|231|68.4|21.6|54.1|10.4|31.6|29|10.4|2.32|2.87
Alabama|ZCTA 36502|36502|6135|67.8|27.4|43.6|18.8|32.2|28.7|12.2|2.52|3.08
Alabama|ZCTA 36505|36505|546|77.7|30.8|59.2|12.5|22.3|17.8|5.9|2.71|3.06
Alabama|ZCTA 36507|36507|6968|73|30.4|51.3|16.4|27|23.8|9.6|2.58|3.04
Alabama|ZCTA 36509|36509|667|76.8|34.2|44.5|22.8|23.2|18.6|6.4|2.97|3.37
Alabama|ZCTA 36511|36511|292|66.4|26.7|46.6|10.6|33.6|25.7|10.6|2.62|3.08
Alabama|ZCTA 36513|36513|207|72.5|29|47.3|16.9|27.5|21.7|6.8|2.68|3.13
Alabama|ZCTA 36518|36518|1079|72.9|31.7|54.6|14.3|27.1|24.2|10.8|2.5|2.95
Alabama|ZCTA 36521|36521|1973|78.3|31.7|61.8|11.4|21.7|18.4|6.6|2.75|3.13
Alabama|ZCTA 36522|36522|2595|75.6|33.2|53.3|16.6|24.4|20.8|8.6|2.74|3.15
Alabama|ZCTA 36523|36523|1057|71.8|25.3|55.1|10.7|28.2|22.5|8.2|2.67|3.11
Alabama|ZCTA 36524|36524|534|65.2|22.8|46.3|16.9|34.8|33.5|15.9|2.31|2.93
Alabama|ZCTA 36525|36525|697|74.7|33.9|55.4|12.6|25.3|18.8|7|2.78|3.13
Alabama|ZCTA 36526|36526|11092|69.5|31.3|55.5|10.4|30.5|25.5|8.4|2.5|3.02
Alabama|ZCTA 36527|36527|4700|73.2|35.2|61.7|8|26.8|22.6|9.6|2.57|3.05
Alabama|ZCTA 36528|36528|581|64.2|13.3|57.3|4.3|35.8|28.2|9.6|2.11|2.55
Alabama|ZCTA 36529|36529|167|75.4|32.3|57.5|11.4|24.6|19.2|7.8|2.86|3.32
Alabama|ZCTA 36530|36530|2781|71.5|26|57.7|9.2|28.5|23.7|9.9|2.47|2.9
Alabama|ZCTA 36532|36532|11613|69.2|28|56.4|9.6|30.8|27.3|13.6|2.39|2.9
Alabama|ZCTA 36535|36535|10844|68.9|25.5|51.1|13|31.1|25.2|10.6|2.46|2.91
Alabama|ZCTA 36538|36538|157|61.1|23.6|43.3|15.9|38.9|38.9|19.7|2.38|3.24
Alabama|ZCTA 36539|36539|302|69.2|32.5|58.9|7|30.8|28.8|14.2|2.66|3.25
Alabama|ZCTA 36540|36540|253|76.3|35.6|47.4|24.9|23.7|21.7|4.7|2.73|3.14
Alabama|ZCTA 36541|36541|5526|77.8|33.1|57.3|14.4|22.2|18.5|6.3|2.82|3.18
Alabama|ZCTA 36542|36542|5782|61.7|22.2|47.2|10|38.3|29.7|8.2|2.2|2.69
Alabama|ZCTA 36544|36544|4230|78.4|35.6|55.6|15.3|21.6|17.4|6.3|2.95|3.31
Alabama|ZCTA 36545|36545|3939|70.3|30.4|49.3|17|29.7|27.7|10.1|2.5|3.05
Alabama|ZCTA 36548|36548|448|73.2|29.7|56.5|12.3|26.8|23.7|8.9|2.54|3.02
Alabama|ZCTA 36549|36549|2108|65.2|10.3|56.9|5.8|34.8|30|18.7|2.03|2.45
Alabama|ZCTA 36550|36550|94|71.3|21.3|52.1|13.8|28.7|25.5|9.6|2.31|2.73
Alabama|ZCTA 36551|36551|2917|74.2|31.4|55.7|13.3|25.8|20.3|7.3|2.65|3.05
Alabama|ZCTA 36553|36553|1304|73.6|33.6|50.8|18.1|26.4|23.8|8.3|2.74|3.27
Alabama|ZCTA 36555|36555|296|72|20.9|57.8|10.1|28|25|11.8|2.21|2.57
Alabama|ZCTA 36556|36556|125|66.4|22.4|52|13.6|33.6|29.6|13.6|2.46|3.08
Alabama|ZCTA 36558|36558|1568|71.9|27.4|57.8|11|28.1|26.1|12.2|2.46|2.98
Alabama|ZCTA 36559|36559|106|72.6|17|68.9|1.9|27.4|22.6|9.4|2.2|2.53
Alabama|ZCTA 36560|36560|1384|71.7|29|46.8|20.9|28.3|25.6|9.8|2.62|3.18
Alabama|ZCTA 36561|36561|2634|65|21.1|54.5|6.6|35|28.1|11.5|2.21|2.67
Alabama|ZCTA 36562|36562|579|78.1|30.7|58.7|14.7|21.9|20|7.9|2.7|3.07
Alabama|ZCTA 36564|36564|57|64.9|12.3|57.9|7|35.1|35.1|21.1|1.88|2.35
